rule_a,group_a,rule_b,group_b,family_a,family_b,relation,shared_fields,same_decision_family,independent_support_from_source_membership,reason
CORE-002,E,P3-SCREEN-APP,E,featureapp_bridge,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-SCREEN-BROWSER,E,featureapp_bridge,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-SENSOR-ACCELEROMETER,H,featureapp_bridge,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-SENSOR-GRAVITY_SENSOR,H,featureapp_bridge,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-SENSOR-GYROSCOPE,H,featureapp_bridge,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-SENSOR-LIGHT_SENSOR,H,featureapp_bridge,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-SENSOR-MAGNETIC_FIELD,H,featureapp_bridge,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-SENSOR-NAME_COUNT,C,featureapp_bridge,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-SENSOR-PRESSURE_SENSOR,H,featureapp_bridge,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-SENSOR-PROXIMITY_SENSOR,H,featureapp_bridge,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-SENSOR-ROTATION_VECTOR,H,featureapp_bridge,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-SENSOR-STEP_COUNTER,H,featureapp_bridge,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-SENSOR-STEP_DETECTOR,H,featureapp_bridge,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-SENSOR-TYPE-COUNT,C,featureapp_bridge,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-SENSOR-TYPE-ORDER,C,featureapp_bridge,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-SENSOR-VENDOR_COUNT,C,featureapp_bridge,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-UA-DEFAULT,E,featureapp_bridge,host_ua,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-UA-REDUCED-BROWSER,H,featureapp_bridge,P3-UA-REDUCED-BROWSER,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-UA-SETTINGS,E,featureapp_bridge,host_ua,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-X-CORES,E,featureapp_bridge,P3-X-CORES,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-X-DPR,E,featureapp_bridge,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-X-LANGUAGE,E,featureapp_bridge,P3-X-LANGUAGE,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-X-SCREEN-SIZE,E,featureapp_bridge,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-X-TIMEZONE-OFFSET,E,featureapp_bridge,P3-X-TIMEZONE-OFFSET,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,P3-X-TOUCH,E,featureapp_bridge,P3-X-TOUCH,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,PHYS-005,E,featureapp_bridge,PHYS-005,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,PHYS-006,E,featureapp_bridge,PHYS-006,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,SCENE-001,E,featureapp_bridge,SCENE-001,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,TOL-001,C,featureapp_bridge,debug_cleartext,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,WVWEB-002,C,featureapp_bridge,app_surface,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
CORE-002,E,WVWEB-004,E,featureapp_bridge,app_surface,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,NVW-002,E,model_system_agent,host_os,shared_input_distinct_claim,app.webview_data.kernel_container_layer.system_http_agent,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,NVW-003,C,model_system_agent,deployment_identity,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,NVW-004,C,model_system_agent,installer_context,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,NVW-005,E,model_system_agent,debug_cleartext,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,NW-001,E,model_system_agent,model_app_ua,shared_input_distinct_claim,app.android_native_data.build_fingerprint_layer.device_model,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,NW-002,E,model_system_agent,app_os,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,NW-005,E,model_system_agent,native_app_gpu_family,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,NW-006,E,model_system_agent,app_surface,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,NW-007,E,model_system_agent,mobile_touch,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,OFFDER-BRIDGE-001,O_u,model_system_agent,featureapp_bridge,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,OFFDER-DEVCONFIG-001,O_u,model_system_agent,debug_cleartext,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,OFFDER-GPU-001,O_u,model_system_agent,native_app_gpu_family,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,OFFDER-NET-001,O_u,model_system_agent,network_context,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,OFFDER-OS-001,O_u,model_system_agent,app_os,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,OFFDER-OS-002,O_u,model_system_agent,host_os,shared_input_distinct_claim,app.webview_data.kernel_container_layer.system_http_agent,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,OFFDER-PACKAGE-001,C,model_system_agent,deployment_identity,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,OFFDER-TOUCH-001,O_u,model_system_agent,mobile_touch,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,OFFDER-UA-001,O_u,model_system_agent,app_surface,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,OFFDER-UA-002,O_u,model_system_agent,host_ua,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-COLOR-APP,H,model_system_agent,P3-COLOR-APP,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-COLOR-BROWSER,H,model_system_agent,P3-COLOR-BROWSER,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-GPU-COPY,C,model_system_agent,native_app_gpu_family,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-MEM-AVAILABLE,H,model_system_agent,P3-MEM-AVAILABLE,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-PROVIDER-PARSE,C,model_system_agent,P3-PROVIDER-PARSE,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-SCREEN-APP,E,model_system_agent,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-SCREEN-BROWSER,E,model_system_agent,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-SENSOR-ACCELEROMETER,H,model_system_agent,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-SENSOR-GRAVITY_SENSOR,H,model_system_agent,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-SENSOR-GYROSCOPE,H,model_system_agent,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-SENSOR-LIGHT_SENSOR,H,model_system_agent,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-SENSOR-MAGNETIC_FIELD,H,model_system_agent,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-SENSOR-NAME_COUNT,C,model_system_agent,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-SENSOR-PRESSURE_SENSOR,H,model_system_agent,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-SENSOR-PROXIMITY_SENSOR,H,model_system_agent,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-SENSOR-ROTATION_VECTOR,H,model_system_agent,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-SENSOR-STEP_COUNTER,H,model_system_agent,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-SENSOR-STEP_DETECTOR,H,model_system_agent,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-SENSOR-TYPE-COUNT,C,model_system_agent,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-SENSOR-TYPE-ORDER,C,model_system_agent,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-SENSOR-VENDOR_COUNT,C,model_system_agent,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-UA-DEFAULT,E,model_system_agent,host_ua,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-UA-REDUCED-BROWSER,H,model_system_agent,P3-UA-REDUCED-BROWSER,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-UA-SETTINGS,E,model_system_agent,host_ua,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-X-CORES,E,model_system_agent,P3-X-CORES,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-X-DPR,E,model_system_agent,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-X-LANGUAGE,E,model_system_agent,P3-X-LANGUAGE,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-X-SCREEN-SIZE,E,model_system_agent,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-X-TIMEZONE-OFFSET,E,model_system_agent,P3-X-TIMEZONE-OFFSET,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,P3-X-TOUCH,E,model_system_agent,P3-X-TOUCH,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,PHYS-005,E,model_system_agent,PHYS-005,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,PHYS-006,E,model_system_agent,PHYS-006,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,SCENE-001,E,model_system_agent,SCENE-001,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,TOL-001,C,model_system_agent,debug_cleartext,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,WVWEB-002,C,model_system_agent,app_surface,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-001,E,WVWEB-004,E,model_system_agent,app_surface,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,NVW-003,C,host_os,deployment_identity,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,NVW-004,C,host_os,installer_context,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,NVW-005,E,host_os,debug_cleartext,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,NW-001,E,host_os,model_app_ua,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,NW-002,E,host_os,app_os,shared_input_distinct_claim,app.android_native_data.build_fingerprint_layer.os_version,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,NW-005,E,host_os,native_app_gpu_family,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,NW-006,E,host_os,app_surface,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,NW-007,E,host_os,mobile_touch,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,OFFDER-BRIDGE-001,O_u,host_os,featureapp_bridge,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,OFFDER-DEVCONFIG-001,O_u,host_os,debug_cleartext,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,OFFDER-GPU-001,O_u,host_os,native_app_gpu_family,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,OFFDER-NET-001,O_u,host_os,network_context,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,OFFDER-OS-001,O_u,host_os,app_os,shared_input_distinct_claim,app.android_native_data.build_fingerprint_layer.os_version,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,OFFDER-OS-002,O_u,host_os,host_os,exact_duplicate_on_common_valid_domain,app.android_native_data.build_fingerprint_layer.os_version|app.webview_data.kernel_container_layer.system_http_agent,True,False,"same Native / system-http Android major facts, equality complement normalized by paired244"
NVW-002,E,OFFDER-PACKAGE-001,C,host_os,deployment_identity,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,OFFDER-TOUCH-001,O_u,host_os,mobile_touch,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,OFFDER-UA-001,O_u,host_os,app_surface,shared_input_distinct_claim,app.android_native_data.build_fingerprint_layer.os_version,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,OFFDER-UA-002,O_u,host_os,host_ua,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-COLOR-APP,H,host_os,P3-COLOR-APP,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-COLOR-BROWSER,H,host_os,P3-COLOR-BROWSER,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-GPU-COPY,C,host_os,native_app_gpu_family,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-MEM-AVAILABLE,H,host_os,P3-MEM-AVAILABLE,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-PROVIDER-PARSE,C,host_os,P3-PROVIDER-PARSE,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-SCREEN-APP,E,host_os,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-SCREEN-BROWSER,E,host_os,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-SENSOR-ACCELEROMETER,H,host_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-SENSOR-GRAVITY_SENSOR,H,host_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-SENSOR-GYROSCOPE,H,host_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-SENSOR-LIGHT_SENSOR,H,host_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-SENSOR-MAGNETIC_FIELD,H,host_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-SENSOR-NAME_COUNT,C,host_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-SENSOR-PRESSURE_SENSOR,H,host_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-SENSOR-PROXIMITY_SENSOR,H,host_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-SENSOR-ROTATION_VECTOR,H,host_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-SENSOR-STEP_COUNTER,H,host_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-SENSOR-STEP_DETECTOR,H,host_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-SENSOR-TYPE-COUNT,C,host_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-SENSOR-TYPE-ORDER,C,host_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-SENSOR-VENDOR_COUNT,C,host_os,sensor_structure,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-UA-DEFAULT,E,host_os,host_ua,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-UA-REDUCED-BROWSER,H,host_os,P3-UA-REDUCED-BROWSER,shared_input_distinct_claim,app.android_native_data.build_fingerprint_layer.os_version,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-UA-SETTINGS,E,host_os,host_ua,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-X-CORES,E,host_os,P3-X-CORES,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-X-DPR,E,host_os,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-X-LANGUAGE,E,host_os,P3-X-LANGUAGE,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-X-SCREEN-SIZE,E,host_os,screen_geometry,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-X-TIMEZONE-OFFSET,E,host_os,P3-X-TIMEZONE-OFFSET,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,P3-X-TOUCH,E,host_os,P3-X-TOUCH,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,PHYS-005,E,host_os,PHYS-005,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,PHYS-006,E,host_os,PHYS-006,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,SCENE-001,E,host_os,SCENE-001,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,TOL-001,C,host_os,debug_cleartext,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,WVWEB-002,C,host_os,app_surface,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-002,E,WVWEB-004,E,host_os,app_surface,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-003,C,NVW-004,C,deployment_identity,installer_context,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-003,C,NVW-005,E,deployment_identity,debug_cleartext,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-003,C,NW-001,E,deployment_identity,model_app_ua,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-003,C,NW-002,E,deployment_identity,app_os,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-003,C,NW-005,E,deployment_identity,native_app_gpu_family,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-003,C,NW-006,E,deployment_identity,app_surface,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-003,C,NW-007,E,deployment_identity,mobile_touch,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-003,C,OFFDER-BRIDGE-001,O_u,deployment_identity,featureapp_bridge,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-003,C,OFFDER-DEVCONFIG-001,O_u,deployment_identity,debug_cleartext,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-003,C,OFFDER-GPU-001,O_u,deployment_identity,native_app_gpu_family,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-003,C,OFFDER-NET-001,O_u,deployment_identity,network_context,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-003,C,OFFDER-OS-001,O_u,deployment_identity,app_os,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
NVW-003,C,OFFDER-OS-002,O_u,deployment_identity,host_os,no_declared_input_overlap,,False,False,field overlap does not prove either equivalent predicates or statistical independence
